,Company,Job Title,Job Type,Experience level,Salary,keywords,Facilities,Is Remote,Updated Job Title
687,agoda,"data analyst (flights team, bangkok-based, relocation provided)",full time,senior,92.0,"a/b testing,computer science,consulting,data analysis,data visualization,e-commerce","career development,relocation support,startup environment",False,data analyst
688,roblox,senior data scientist- creator content,full time,senior,295.0,"a/b testing,airflow,big data,causal inference,computer science,content creation","career development,equity,flex hours,flex vacation,health care",False,data scientist
689,"vouch, inc.",staff data scientist,full time,senior,200.0,"computer science,data analysis,data mining,machine learning,python,snowflake","career development,competitive pay,equity,flex hours,flex vacation",True,data scientist
690,"cloudflare, inc.",data scientist,full time,senior,140.0,"agile,big data,bigquery,business intelligence,computer science,deep learning","career development,equity,fertility benefits,flex hours,flex vacation",True,data scientist
691,sia partners,data engineer - h/f,full time,entry,59.0,"apis,architecture,aws,azure,big data,consulting",none,False,data engineer
692,etraveli group,machine learning engineer,full time,mid,74.0,"apis,architecture,computer science,data mining,e-commerce,engineering","career development,conferences,flex vacation,health care,startup environment",False,ml engineer
693,civica uk ltd,senior software engineer (power bi) -election-46,full time,mid,45.0,"apis,architecture,business intelligence,classification,data analysis,excel",none,False,bi analyst
694,servicenow,sr staff data scientist - atg,full time,senior,184.0,"computer science,data analysis,data visualization,engineering,machine learning,mathematics","401(k) matching,career development,competitive pay,equity,flex hours",False,data scientist
695,dentsu international,us master data manager,full time,senior,68.0,"computer science,data governance,data management,data strategy,excel,finance","career development,health care",False,other
696,cb insights,senior data analyst,full time,senior,52.0,"computer science,data analysis,economics,excel,finance,genetics","401(k) matching,career development,equity,health care,insurance",False,data analyst
697,digitalocean,data analyst,full time,senior,92.0,"computer science,economics,engineering,excel,kpis,looker","competitive pay,conferences,equity,salary bonus,startup environment",False,data analyst
698,netcentric,(senior) digital analytics engineer,full time,senior,110.0,"a/b testing,angular,apis,computer science,engineering,javascript","career development,fitness / gym,flex hours,flex vacation,health care",False,data analyst
699,sia partners,consultant(e) senior data science - bureau de marseille,full time,senior,62.0,"architecture,big data,consulting,consulting firm,data management,linux",none,False,data scientist
700,rca,data analyst f/h,full time,entry,48.0,"airflow,aws,data warehouse,etl,machine learning,snowflake",none,False,data analyst
701,etraveli group,data scientist,full time,mid,60.0,"architecture,data analysis,data mining,data visualization,e-commerce,machine learning","career development,conferences,flex vacation,health care,salary bonus",False,data scientist
702,agoda,"senior business intelligence analyst (bangkok-based, relocation provided)",full time,senior,49.0,"a/b testing,business intelligence,computer science,consulting,e-commerce,economics","career development,relocation support,startup environment",False,bi analyst
703,fullstack academy,"instructor, ai/machine learning (part-time)",part time,mid,51.0,"deep learning,keras,machine learning,python,teaching,tensorflow",none,True,ml engineer
704,trusting social,big data engineer (spark/ hadoop/ scala),full time,senior,30.0,"airflow,aws,big data,distributed systems,etl,fintech","competitive pay,flex hours,health care,snacks / drinks,team events",False,data engineer
705,cruise llc,"staff software engineer, machine learning infrastructure",full time,senior,0.0,"computer science,data mining,distributed systems,drivers license,engineering,feature engineering","career development,competitive pay,equity,fertility benefits,flex hours",False,ml engineer
706,roblox,research scientist,full time,entry,63.0,"computer science,content creation,distributed systems,engineering,genetics,machine learning","conferences,flex hours,flex vacation,health care,unlimited paid time off",False,data scientist
707,vattenfall,wind master data manager,full time,senior,77.0,"data management,data quality,engineering,excel,security,testing","career development,competitive pay,team events",False,other
708,etsy,senior applied scientist ii,full time,senior,184.0,"aws,azure,classification,computer science,engineering,gcp","career development,competitive pay,equity,salary bonus",False,data scientist
709,publicis groupe,data science analyst,full time,entry,35.0,"apis,data mining,data studio,machine learning,power bi,python",none,False,data scientist
710,odaia,machine learning engineer - llm,full time,senior,131.0,"architecture,engineering,llms,machine learning,nlp,python","career development,equity,flex hours,flex vacation,health care",True,ml engineer
711,homa games,product data analyst - gaming analytics,full time,mid,65.0,"data pipelines,kpis,pipelines,predictive modeling,python,research","career development,flex vacation,health care,startup environment,team events",False,data analyst
712,sia partners,consultant(e) senior data science - bureau de nantes,full time,senior,62.0,"big data,consulting,consulting firm,linux,machine learning,matlab",none,False,data scientist
713,security bank,chatbot engineer,full time,none,50.0,"agile,banking,chatbots,computer science,nlp,scrum",none,False,other
714,netflix,machine learning scientist (l6) - product,full time,senior,0.0,"computer science,engineering,machine learning,ml models,physics,python",none,False,ml engineer
715,wolt,imaging coordinator,full time,entry,39.0,"e-commerce,excel","career development,equity,startup environment",False,other
716,fannie mae,people analytics senior data analyst (remote),full time,senior,92.0,"architecture,aws,business intelligence,classification,consulting,data visualization","career development,flex hours,health care,home office stipend",False,data analyst
717,rest,information security & data management trainer,full time,executive,65.0,"computer science,data management,security","career development,flex hours,insurance,parental leave",False,data engineer
718,block,"senior machine learning modeler, financial crimes",full time,senior,142.0,"airflow,aws,banking,blockchain,classification,computer science","career development,equity,health care,insurance,parental leave",False,ml engineer
719,publicis groupe,lead analyst (bi data development),full time,senior,69.0,"agile,big data,business intelligence,computer science,data analytics,data pipelines","career development,competitive pay,health care",False,bi analyst
